nome,idade,salario,departamento,faixa_etaria
Ana,56,3871,RH,Sênior
Carlos,55,9375,TI,Sênior
Maria,46,7576,RH,Sênior
Maria,54,7761,RH,Sênior
Pedro,23,8104,TI,Jovem
João,57,8354,TI,Sênior
Ana,42,3663,Financeiro,Sênior
Pedro,22,8915,RH,Jovem
Pedro,40,3921,RH,Sênior
Carlos,25,7043,TI,Jovem
Ana,42,6581,TI,Sênior
Carlos,55,4195,TI,Sênior
Pedro,22,8642,TI,Jovem
Carlos,31,4170,Financeiro,Adulto
Pedro,33,2674,TI,Adulto
Ana,44,4511,Financeiro,Sênior
Maria,28,7778,RH,Jovem
Carlos,59,4716,TI,Sênior
Carlos,58,4818,RH,Sênior
Maria,45,4291,RH,Sênior
Ana,56,4696,RH,Sênior
Pedro,48,4470,RH,Sênior
Maria,24,7119,RH,Jovem
João,25,2549,TI,Jovem
Ana,59,3962,Financeiro,Sênior
Ana,59,8466,Financeiro,Sênior
Carlos,50,4937,TI,Sênior
Carlos,53,8360,RH,Sênior
João,27,7062,Financeiro,Jovem
Pedro,26,8812,RH,Jovem
Ana,36,6929,TI,Adulto
Maria,56,5976,Financeiro,Sênior
Carlos,44,4860,TI,Sênior
Maria,35,3051,TI,Adulto
Ana,55,3821,RH,Sênior
Ana,51,7977,TI,Sênior
Ana,43,8663,TI,Sênior
Carlos,54,7960,TI,Sênior
Carlos,31,7794,Financeiro,Adulto
Pedro,57,4235,TI,Sênior
Maria,52,4353,RH,Sênior
Carlos,55,3002,TI,Sênior
Maria,37,8415,RH,Adulto
Ana,25,6292,RH,Jovem
Pedro,22,5500,RH,Jovem
Ana,40,6227,TI,Sênior
Ana,47,5544,TI,Sênior
João,25,8413,RH,Jovem
Maria,26,9153,RH,Jovem
Ana,26,6019,RH,Jovem
Pedro,50,8800,TI,Sênior
Pedro,25,7775,Financeiro,Jovem
Carlos,54,7039,RH,Sênior
João,47,7952,Financeiro,Sênior
Pedro,33,5880,TI,Adulto
João,58,3578,RH,Sênior
João,60,9680,TI,Sênior
Carlos,38,6819,RH,Adulto
Pedro,43,5629,TI,Sênior
Pedro,36,9670,TI,Adulto
Carlos,46,5072,RH,Sênior
Carlos,35,4446,TI,Adulto
Pedro,53,7822,TI,Sênior
João,41,8223,RH,Sênior
João,29,7026,TI,Jovem
Pedro,47,2564,RH,Sênior
Ana,36,3892,RH,Adulto
João,41,7700,TI,Sênior
João,36,4234,RH,Adulto
Carlos,21,9669,TI,Jovem
Ana,29,4289,RH,Jovem
Ana,28,8995,Financeiro,Jovem
Maria,22,3603,TI,Jovem
Maria,53,4323,TI,Sênior
Ana,59,5676,TI,Sênior
Pedro,49,7303,Financeiro,Sênior
Maria,30,7762,TI,Adulto
Maria,58,3217,TI,Sênior
Maria,55,4607,RH,Sênior
Maria,29,4805,TI,Jovem
Carlos,42,8204,TI,Sênior
João,35,9791,RH,Adulto
Carlos,50,2882,TI,Sênior
João,51,5104,RH,Sênior
Ana,56,3440,TI,Sênior
Maria,21,6122,Financeiro,Jovem
Ana,44,6297,TI,Sênior
Maria,43,7094,RH,Sênior
João,33,6797,RH,Adulto
Pedro,29,5548,TI,Jovem
Pedro,30,6735,TI,Adulto
Ana,58,3897,Financeiro,Sênior
Maria,54,3446,RH,Sênior
Pedro,58,8000,TI,Sênior
Pedro,28,6787,TI,Jovem
Maria,35,4521,RH,Adulto
Carlos,38,4390,RH,Adulto
Maria,50,7855,Financeiro,Sênior
João,25,7499,TI,Jovem
Carlos,32,6759,Financeiro,Adulto
Carlos,53,7864,RH,Sênior
João,46,9332,TI,Sênior
João,25,6731,TI,Jovem
João,59,4750,RH,Sênior
Maria,30,9411,RH,Adulto
Carlos,40,4666,TI,Sênior
Carlos,29,5498,RH,Jovem
Pedro,46,2528,TI,Sênior
João,59,6839,TI,Sênior
Maria,36,3808,TI,Adulto
João,54,2841,RH,Sênior
Ana,24,4102,TI,Jovem
Pedro,45,4013,Financeiro,Sênior
João,53,5089,TI,Sênior
Carlos,58,2859,TI,Sênior
João,24,9309,TI,Jovem
Maria,54,5122,RH,Sênior
Carlos,24,8998,Financeiro,Jovem
Ana,43,5365,TI,Sênior
Carlos,57,7575,RH,Sênior
João,26,3741,TI,Jovem
Maria,33,4114,RH,Adulto
Ana,41,4950,RH,Sênior
Ana,47,8089,TI,Sênior
Ana,26,5023,RH,Jovem
João,55,2754,RH,Sênior
Pedro,57,8443,TI,Sênior
Ana,42,5967,RH,Sênior
Pedro,21,5912,TI,Jovem
Pedro,25,3920,TI,Jovem
Maria,37,6067,TI,Adulto
Carlos,47,3914,TI,Sênior
Carlos,52,7505,Financeiro,Sênior
Carlos,51,3579,RH,Sênior
João,41,5422,RH,Sênior
Maria,38,7033,Financeiro,Adulto
Ana,50,2551,TI,Sênior
Ana,32,8710,Financeiro,Adulto
Maria,24,2845,RH,Jovem
Pedro,55,3349,TI,Sênior
Pedro,60,3831,TI,Sênior
Ana,28,9730,TI,Jovem
Carlos,37,3376,RH,Adulto
Carlos,37,6324,Financeiro,Adulto
João,47,6144,Financeiro,Sênior
Carlos,39,5467,RH,Adulto
Pedro,45,8173,TI,Sênior
Pedro,29,4355,RH,Jovem
Carlos,45,9562,TI,Sênior
Ana,43,5568,TI,Sênior
João,38,8325,TI,Adulto
Pedro,49,5887,Financeiro,Sênior
Ana,44,8519,RH,Sênior
Pedro,49,9823,RH,Sênior
Ana,59,5600,RH,Sênior
Carlos,25,9700,TI,Jovem
Carlos,59,6835,Financeiro,Sênior
Pedro,56,2933,RH,Sênior
João,29,9331,TI,Jovem
João,22,8956,TI,Jovem
Ana,27,2652,RH,Jovem
João,48,4829,RH,Sênior
Carlos,37,2528,TI,Adulto
Maria,42,4536,RH,Sênior
João,28,8876,TI,Jovem
João,23,6792,RH,Jovem
João,36,6775,RH,Adulto
Carlos,35,2937,Financeiro,Adulto
João,51,5139,RH,Sênior
Pedro,43,5456,Financeiro,Sênior
Maria,25,4955,TI,Jovem
Ana,52,5351,Financeiro,Sênior
Carlos,27,8217,Financeiro,Jovem
João,44,8864,RH,Sênior
Maria,36,5333,Financeiro,Adulto
João,47,6009,TI,Sênior
Ana,42,8329,TI,Sênior
Ana,29,4524,TI,Jovem
Maria,48,7457,TI,Sênior
Pedro,20,3100,TI,Jovem
Pedro,21,7051,TI,Jovem
Maria,51,6622,RH,Sênior
João,31,7552,RH,Adulto
Maria,34,4631,Financeiro,Adulto
Carlos,31,9125,TI,Adulto
Maria,26,9848,TI,Jovem
Ana,25,6679,RH,Jovem
Maria,47,9399,Financeiro,Sênior
João,21,8767,RH,Jovem
Maria,23,7788,RH,Jovem
João,32,3574,TI,Adulto
Maria,34,3826,RH,Adulto
Ana,35,4392,Financeiro,Adulto
Ana,23,4373,TI,Jovem
João,41,5338,RH,Sênior
Pedro,50,7175,RH,Sênior
Carlos,49,6891,RH,Sênior
Ana,37,9970,Financeiro,Adulto
Pedro,26,2532,TI,Jovem
Maria,57,4913,RH,Sênior
Pedro,35,8586,RH,Adulto
Ana,22,8289,RH,Jovem
Carlos,58,5098,TI,Sênior
Ana,21,8895,RH,Jovem
João,33,5276,TI,Adulto
Ana,20,4866,TI,Jovem
Maria,52,6411,RH,Sênior
Carlos,48,5042,TI,Sênior
Pedro,24,2731,RH,Jovem
João,48,7216,TI,Sênior
Pedro,60,3098,RH,Sênior
Carlos,51,9075,TI,Sênior
Ana,24,6461,TI,Jovem
João,42,3418,RH,Sênior
Carlos,48,8384,Financeiro,Sênior
Carlos,26,4016,Financeiro,Jovem
Maria,28,7206,RH,Jovem
Ana,41,8209,TI,Sênior
Pedro,23,4509,RH,Jovem
João,39,7683,RH,Adulto
João,51,9350,Financeiro,Sênior
Maria,41,7532,TI,Sênior
Ana,23,8586,TI,Jovem
João,33,8558,Financeiro,Adulto
Pedro,20,9028,Financeiro,Jovem
Carlos,30,6541,Financeiro,Adulto
João,41,3904,RH,Sênior
Pedro,38,8381,RH,Adulto
Maria,47,8954,TI,Sênior
Carlos,30,4060,TI,Adulto
Ana,22,8501,RH,Jovem
Ana,38,5401,TI,Adulto
Maria,39,9912,TI,Adulto
Maria,55,6719,Financeiro,Sênior
Maria,44,3840,RH,Sênior
Ana,56,6924,TI,Sênior
Maria,20,3747,RH,Jovem
Ana,57,5984,RH,Sênior
João,25,9337,RH,Jovem
João,24,2778,TI,Jovem
Ana,39,9886,TI,Adulto
Carlos,54,2599,TI,Sênior
João,48,8189,Financeiro,Sênior
Pedro,30,5836,RH,Adulto
Pedro,44,3182,TI,Sênior
Maria,40,4363,Financeiro,Sênior
João,38,9204,TI,Adulto
Ana,26,8557,Financeiro,Jovem
Maria,41,2570,RH,Sênior
Pedro,57,7082,RH,Sênior
Ana,31,4240,RH,Adulto
João,35,3584,RH,Adulto
Ana,55,9860,RH,Sênior
Carlos,40,8339,TI,Sênior
Pedro,53,8053,TI,Sênior
Ana,52,4078,TI,Sênior
Ana,24,7386,RH,Jovem
Ana,35,4021,RH,Adulto
Ana,55,6833,RH,Sênior
Pedro,52,7084,TI,Sênior
Carlos,37,4107,Financeiro,Adulto
Pedro,51,8398,Financeiro,Sênior
Ana,31,6814,Financeiro,Adulto
Maria,43,9115,TI,Sênior
Pedro,27,3430,TI,Jovem
Carlos,30,7357,Financeiro,Adulto
Carlos,31,9821,Financeiro,Adulto
João,24,2664,RH,Jovem
Carlos,59,8904,RH,Sênior
Carlos,27,9376,RH,Jovem
João,24,4071,Financeiro,Jovem
Pedro,49,5538,RH,Sênior
Ana,50,4677,RH,Sênior
Pedro,23,4926,Financeiro,Jovem
Carlos,56,8174,TI,Sênior
João,40,5301,RH,Sênior
Ana,24,9421,RH,Jovem
João,26,2503,Financeiro,Jovem
Carlos,43,5335,TI,Sênior
João,30,3400,TI,Adulto
João,50,7273,RH,Sênior
Ana,26,7137,RH,Jovem
Ana,28,8237,Financeiro,Jovem
Carlos,39,6117,TI,Adulto
Maria,38,7553,RH,Adulto
João,31,7540,Financeiro,Adulto
João,52,5696,TI,Sênior
Maria,36,3026,TI,Adulto
João,38,4738,TI,Adulto
João,38,9272,TI,Adulto
Carlos,40,2826,RH,Sênior
Pedro,28,2640,TI,Jovem
Maria,60,8242,TI,Sênior
Ana,43,7507,TI,Sênior
Ana,38,3920,RH,Adulto
Maria,28,8848,RH,Jovem
Ana,55,5193,Financeiro,Sênior
Pedro,37,2654,RH,Adulto
Maria,31,7336,Financeiro,Adulto
Ana,50,7831,RH,Sênior
Maria,31,9060,RH,Adulto
Ana,39,3627,RH,Adulto
Maria,57,7664,RH,Sênior
Maria,53,6441,TI,Sênior
Ana,25,8656,RH,Jovem
Ana,47,3550,TI,Sênior
João,43,3165,Financeiro,Sênior
João,50,8692,TI,Sênior
Pedro,43,4382,Financeiro,Sênior
Ana,21,5590,RH,Jovem
Carlos,52,9296,RH,Sênior
Maria,32,7804,RH,Adulto
Ana,53,4850,RH,Sênior
João,40,8725,RH,Sênior
Pedro,52,9330,TI,Sênior
Ana,37,8447,Financeiro,Adulto
Maria,44,4859,RH,Sênior
João,30,3299,RH,Adulto
Carlos,31,7941,RH,Adulto
Maria,48,7074,RH,Sênior
Pedro,35,6031,Financeiro,Adulto
João,23,7776,RH,Jovem
João,54,2922,TI,Sênior
Carlos,54,8132,RH,Sênior
João,55,9281,RH,Sênior
Maria,59,7013,TI,Sênior
Maria,56,7717,Financeiro,Sênior
Carlos,27,9744,RH,Jovem
Ana,51,6447,TI,Sênior
Ana,52,6871,Financeiro,Sênior
Carlos,34,7781,RH,Adulto
Carlos,36,5764,TI,Adulto
Maria,20,9313,TI,Jovem
João,55,9184,RH,Sênior
Pedro,58,4874,RH,Sênior
Carlos,52,5057,RH,Sênior
Maria,55,9690,RH,Sênior
Carlos,55,6154,TI,Sênior
João,56,4627,TI,Sênior
Pedro,51,6368,TI,Sênior
João,27,7115,Financeiro,Jovem
Carlos,34,2970,RH,Adulto
João,47,6488,RH,Sênior
João,60,6990,TI,Sênior
João,38,8377,RH,Adulto
Carlos,48,5185,RH,Sênior
Carlos,46,9729,Financeiro,Sênior
Carlos,28,3494,RH,Jovem
Carlos,58,8858,TI,Sênior
João,39,5466,TI,Adulto
João,40,6178,Financeiro,Sênior
Ana,33,8036,TI,Adulto
Carlos,44,5047,TI,Sênior
Pedro,33,8310,TI,Adulto
Ana,24,9057,TI,Jovem
Ana,37,4290,Financeiro,Adulto
Pedro,29,3606,Financeiro,Jovem
João,58,8547,Financeiro,Sênior
Ana,30,8369,TI,Adulto
Maria,31,5972,Financeiro,Adulto
Ana,41,4510,RH,Sênior
Maria,49,5749,RH,Sênior
Ana,59,6589,Financeiro,Sênior
Ana,44,8638,TI,Sênior
Ana,20,5536,RH,Jovem
Ana,31,6259,RH,Adulto
Pedro,40,4900,RH,Sênior
Pedro,40,3850,RH,Sênior
Pedro,47,8347,TI,Sênior
Maria,52,8052,Financeiro,Sênior
Ana,29,9401,TI,Jovem
João,33,6857,TI,Adulto
Ana,40,2834,TI,Sênior
Maria,51,5802,RH,Sênior
Pedro,22,9466,RH,Jovem
Maria,32,6806,Financeiro,Adulto
João,56,2825,Financeiro,Sênior
Carlos,43,8547,RH,Sênior
Pedro,51,8173,RH,Sênior
Ana,30,2733,RH,Adulto
Pedro,33,6083,RH,Adulto
João,28,9349,Financeiro,Jovem
Carlos,54,9877,TI,Sênior
Ana,40,4440,TI,Sênior
Carlos,28,3655,RH,Jovem
Carlos,50,3955,Financeiro,Sênior
Pedro,27,5120,RH,Jovem
Ana,20,9945,Financeiro,Jovem
Ana,34,9773,Financeiro,Adulto
Maria,47,3678,TI,Sênior
Carlos,54,4693,Financeiro,Sênior
João,36,7149,RH,Adulto
Ana,20,8099,RH,Jovem
Carlos,41,3503,Financeiro,Sênior
João,34,9499,TI,Adulto
João,57,7778,Financeiro,Sênior
Carlos,25,6177,RH,Jovem
João,26,2624,RH,Jovem
Ana,25,5550,RH,Jovem
Pedro,35,7024,RH,Adulto
Maria,37,2688,TI,Adulto
Carlos,46,6032,TI,Sênior
Pedro,31,9287,TI,Adulto
Ana,28,3365,RH,Jovem
João,44,2700,TI,Sênior
João,39,9069,TI,Adulto
Ana,43,9568,RH,Sênior
Pedro,39,7845,RH,Adulto
Ana,27,8752,TI,Jovem
Carlos,55,7932,TI,Sênior
Carlos,27,9178,RH,Jovem
Carlos,27,8641,Financeiro,Jovem
Maria,51,4638,RH,Sênior
Pedro,41,6467,RH,Sênior
Maria,54,8961,RH,Sênior
João,42,7904,RH,Sênior
Carlos,27,2553,TI,Jovem
Pedro,49,9866,TI,Sênior
Pedro,59,6214,Financeiro,Sênior
Pedro,47,6220,Financeiro,Sênior
João,56,8019,TI,Sênior
Maria,60,9792,Financeiro,Sênior
Pedro,50,4781,Financeiro,Sênior
Maria,23,8147,RH,Jovem
Pedro,55,4563,RH,Sênior
Pedro,35,9583,TI,Adulto
João,45,2781,RH,Sênior
Carlos,29,3717,TI,Jovem
Pedro,20,4553,TI,Jovem
Maria,55,8831,TI,Sênior
Carlos,49,6768,Financeiro,Sênior
Ana,27,3354,TI,Jovem
Maria,43,8687,Financeiro,Sênior
João,33,6175,TI,Adulto
Pedro,23,4654,TI,Jovem
Pedro,53,8083,RH,Sênior
João,55,9097,TI,Sênior
Maria,23,2526,RH,Jovem
Pedro,44,5462,RH,Sênior
Pedro,56,8567,TI,Sênior
Carlos,32,7165,Financeiro,Adulto
João,53,7993,Financeiro,Sênior
João,34,4294,Financeiro,Adulto
Maria,55,9765,RH,Sênior
Maria,55,2509,RH,Sênior
João,57,9845,TI,Sênior
Pedro,58,7165,TI,Sênior
João,55,3516,TI,Sênior
Carlos,52,4732,RH,Sênior
Maria,31,3861,RH,Adulto
Maria,55,8016,Financeiro,Sênior
Ana,27,5047,Financeiro,Jovem
Pedro,40,4346,RH,Sênior
Pedro,24,3323,Financeiro,Jovem
Pedro,60,6477,Financeiro,Sênior
João,26,7589,RH,Jovem
Pedro,39,6842,TI,Adulto
Maria,53,3283,RH,Sênior
Maria,47,3990,Financeiro,Sênior
Carlos,54,5026,TI,Sênior
João,56,7025,TI,Sênior
Carlos,33,6679,RH,Adulto
Pedro,50,3055,TI,Sênior
Carlos,37,7532,Financeiro,Adulto
João,39,4717,TI,Adulto
Pedro,35,4494,TI,Adulto
Carlos,41,8272,RH,Sênior
Maria,38,8294,RH,Adulto
Ana,27,4051,RH,Jovem
Pedro,34,3270,TI,Adulto
João,38,9081,TI,Adulto
Carlos,44,3334,RH,Sênior
Ana,54,3808,TI,Sênior
Carlos,35,4933,TI,Adulto
Pedro,21,9824,TI,Jovem
João,52,5603,TI,Sênior
Maria,53,7561,Financeiro,Sênior
Pedro,59,7835,RH,Sênior
Ana,25,6056,TI,Jovem
Ana,53,8255,RH,Sênior
João,54,5766,TI,Sênior
Carlos,59,9325,RH,Sênior
Maria,26,4200,Financeiro,Jovem
Pedro,27,7469,RH,Jovem
Pedro,26,9218,RH,Jovem
João,24,6843,RH,Jovem
Maria,48,4539,TI,Sênior
Maria,47,4213,RH,Sênior
Maria,56,7001,Financeiro,Sênior
Carlos,40,6664,RH,Sênior
Ana,53,5817,TI,Sênior
Ana,39,9257,TI,Adulto
João,56,4898,RH,Sênior
João,50,9013,TI,Sênior
Ana,60,2526,TI,Sênior
Maria,20,4823,Financeiro,Jovem
Pedro,46,5503,RH,Sênior
Maria,41,4241,TI,Sênior
João,35,6230,TI,Adulto
Maria,37,6496,Financeiro,Adulto
Maria,40,6443,TI,Sênior
Pedro,36,5627,TI,Adulto
João,24,9144,Financeiro,Jovem
Ana,22,9696,TI,Jovem
Maria,53,6544,RH,Sênior
João,42,8952,TI,Sênior
João,34,9855,Financeiro,Adulto
Maria,57,9625,TI,Sênior
Carlos,55,3664,TI,Sênior
Pedro,32,5127,TI,Adulto
João,28,3487,Financeiro,Jovem
Carlos,48,3011,RH,Sênior
Pedro,25,2695,RH,Jovem
Ana,55,3985,RH,Sênior
Pedro,25,6171,RH,Jovem
João,41,4734,RH,Sênior
Pedro,45,8809,TI,Sênior
Carlos,47,9180,TI,Sênior
Ana,26,3614,Financeiro,Jovem
Pedro,41,5963,TI,Sênior
Carlos,40,8315,TI,Sênior
Pedro,59,7233,RH,Sênior
Ana,48,5861,RH,Sênior
Carlos,54,6329,TI,Sênior
Maria,41,6028,Financeiro,Sênior
Ana,40,8734,TI,Sênior
Maria,52,8360,RH,Sênior
Maria,33,4123,TI,Adulto
Ana,34,5083,RH,Adulto
Carlos,51,3220,RH,Sênior
Pedro,37,3962,TI,Adulto
João,45,2701,Financeiro,Sênior
João,26,9723,Financeiro,Jovem
João,30,8938,RH,Adulto
Carlos,35,2730,RH,Adulto
Pedro,33,2906,TI,Adulto
Carlos,22,5708,TI,Jovem
João,36,6619,TI,Adulto
Carlos,29,8366,TI,Jovem
Carlos,50,8922,TI,Sênior
Ana,25,8152,RH,Jovem
Pedro,23,4161,RH,Jovem
Maria,41,8622,RH,Sênior
João,20,5951,TI,Jovem
João,25,9049,RH,Jovem
Ana,53,4145,RH,Sênior
Maria,29,5401,TI,Jovem
Ana,59,3892,RH,Sênior
Carlos,28,8279,Financeiro,Jovem
Pedro,47,4188,RH,Sênior
João,55,4420,RH,Sênior
Carlos,35,7896,TI,Adulto
Pedro,43,7403,Financeiro,Sênior
Pedro,27,9805,TI,Jovem
Maria,48,3019,TI,Sênior
Pedro,26,4170,RH,Jovem
Ana,21,6124,TI,Jovem
Maria,36,9773,RH,Adulto
Pedro,23,4519,RH,Jovem
Carlos,59,3354,RH,Sênior
Pedro,22,9429,TI,Jovem
Ana,39,5793,Financeiro,Adulto
Pedro,58,6352,RH,Sênior
João,45,9897,TI,Sênior
Ana,39,4330,TI,Adulto
João,21,8763,RH,Jovem
Carlos,51,6354,TI,Sênior
Carlos,21,8240,RH,Jovem
João,26,4640,RH,Jovem
Maria,45,9473,RH,Sênior
Ana,49,5555,RH,Sênior
Ana,53,4992,TI,Sênior
Maria,30,6044,Financeiro,Adulto
Pedro,39,4383,RH,Adulto
Pedro,50,5564,TI,Sênior
Maria,45,3837,RH,Sênior
Maria,58,6311,RH,Sênior
João,36,7298,TI,Adulto
Maria,50,6032,Financeiro,Sênior
Pedro,56,8330,TI,Sênior
Ana,56,3281,RH,Sênior
Maria,22,7488,RH,Jovem
Carlos,41,8083,TI,Sênior
Pedro,56,5846,Financeiro,Sênior
Carlos,23,4811,RH,Jovem
João,26,6113,RH,Jovem
Pedro,28,8316,TI,Jovem
Pedro,30,6658,TI,Adulto
João,35,6399,RH,Adulto
Pedro,54,4578,TI,Sênior
Pedro,59,4451,RH,Sênior
Pedro,37,4163,TI,Adulto
Ana,27,9876,Financeiro,Jovem
Carlos,49,4384,TI,Sênior
João,59,8946,Financeiro,Sênior
Carlos,54,6842,TI,Sênior
Ana,27,2655,RH,Jovem
Carlos,22,8922,RH,Jovem
Carlos,57,6460,RH,Sênior
Ana,24,8788,RH,Jovem
João,42,9174,TI,Sênior
Maria,59,6177,RH,Sênior
Pedro,54,8721,RH,Sênior
Carlos,42,4943,Financeiro,Sênior
Carlos,55,2877,RH,Sênior
Maria,34,6242,TI,Adulto
Carlos,50,5488,TI,Sênior
Ana,46,4027,RH,Sênior
Ana,48,8485,TI,Sênior
Maria,56,5535,Financeiro,Sênior
Maria,49,7658,Financeiro,Sênior
Ana,28,6295,TI,Jovem
Maria,22,9504,TI,Jovem
Ana,31,6144,RH,Adulto
Ana,54,7801,Financeiro,Sênior
Ana,60,6141,Financeiro,Sênior
Pedro,35,9400,TI,Adulto
Pedro,31,4146,TI,Adulto
João,22,4432,RH,Jovem
Carlos,25,4824,Financeiro,Jovem
Maria,22,6284,RH,Jovem
João,51,6767,TI,Sênior
Pedro,60,3715,TI,Sênior
Maria,45,7275,Financeiro,Sênior
Maria,32,2663,RH,Adulto
Carlos,28,9013,TI,Jovem
João,53,4811,RH,Sênior
Maria,45,8585,TI,Sênior
João,43,5600,Financeiro,Sênior
Ana,48,8049,RH,Sênior
Pedro,44,5211,TI,Sênior
Carlos,26,5282,TI,Jovem
João,22,3995,TI,Jovem
Carlos,21,6640,TI,Jovem
João,56,3718,TI,Sênior
João,21,9692,RH,Jovem
Pedro,40,3524,Financeiro,Sênior
João,60,9130,RH,Sênior
Pedro,31,3006,Financeiro,Adulto
João,31,9537,RH,Adulto
Pedro,30,7709,RH,Adulto
Ana,32,8074,Financeiro,Adulto
Ana,51,9098,TI,Sênior
João,34,3504,TI,Adulto
Pedro,47,7018,RH,Sênior
Ana,47,6149,RH,Sênior
Maria,41,4310,RH,Sênior
Maria,42,5255,TI,Sênior
João,56,8040,RH,Sênior
João,57,9043,RH,Sênior
Pedro,47,5253,RH,Sênior
Maria,56,9941,Financeiro,Sênior
Maria,20,9070,TI,Jovem
Ana,26,6275,TI,Jovem
Ana,49,5828,RH,Sênior
Carlos,21,3537,RH,Jovem
Pedro,53,7212,TI,Sênior
João,21,4212,RH,Jovem
João,39,4097,RH,Adulto
Ana,27,3345,RH,Jovem
Ana,30,2820,TI,Adulto
Pedro,22,7613,RH,Jovem
Pedro,33,2779,TI,Adulto
Pedro,27,4638,RH,Jovem
Ana,33,8118,TI,Adulto
Ana,41,6868,TI,Sênior
Ana,32,4809,TI,Adulto
Maria,28,8148,RH,Jovem
Pedro,23,5207,RH,Jovem
Ana,56,5071,TI,Sênior
João,35,5596,TI,Adulto
João,35,7067,RH,Adulto
Carlos,24,2923,RH,Jovem
Maria,42,9398,RH,Sênior
Ana,40,3543,TI,Sênior
Carlos,53,2863,Financeiro,Sênior
João,44,6129,TI,Sênior
João,33,7455,TI,Adulto
Maria,32,3168,RH,Adulto
Ana,36,3091,TI,Adulto
Carlos,40,8555,TI,Sênior
Pedro,22,4850,RH,Jovem
Carlos,21,4424,TI,Jovem
Pedro,32,5631,TI,Adulto
Carlos,24,3525,Financeiro,Jovem
Carlos,54,4807,RH,Sênior
Carlos,57,6264,TI,Sênior
Ana,54,9818,RH,Sênior
Maria,54,7811,TI,Sênior
Pedro,36,7920,RH,Adulto
Ana,33,9841,RH,Adulto
Ana,22,3106,RH,Jovem
Carlos,28,6350,RH,Jovem
João,36,2814,TI,Adulto
Maria,42,3684,RH,Sênior
Pedro,21,8797,RH,Jovem
Pedro,54,4787,Financeiro,Sênior
Carlos,30,3772,TI,Adulto
João,52,5637,RH,Sênior
Carlos,48,3130,RH,Sênior
Pedro,32,3328,RH,Adulto
Ana,46,5855,TI,Sênior
Ana,36,4277,TI,Adulto
João,21,5735,TI,Jovem
Carlos,51,9063,RH,Sênior
João,60,3830,TI,Sênior
Carlos,36,7966,TI,Adulto
Ana,32,7758,TI,Adulto
Carlos,44,5967,Financeiro,Sênior
João,50,7766,RH,Sênior
Ana,55,8691,Financeiro,Sênior
João,37,5768,RH,Adulto
Ana,26,9366,Financeiro,Jovem
Maria,60,7667,TI,Sênior
Ana,60,4214,RH,Sênior
Carlos,40,7055,TI,Sênior
Ana,42,9047,RH,Sênior
Carlos,41,3296,TI,Sênior
Pedro,51,8119,Financeiro,Sênior
Pedro,40,8688,Financeiro,Sênior
Ana,60,4361,RH,Sênior
Pedro,46,7663,TI,Sênior
Carlos,60,6318,TI,Sênior
Carlos,36,6659,RH,Adulto
Ana,55,4973,TI,Sênior
Carlos,60,6430,RH,Sênior
Maria,52,7910,Financeiro,Sênior
João,51,9575,TI,Sênior
Carlos,34,3452,Financeiro,Adulto
João,46,5760,TI,Sênior
Ana,30,4434,RH,Adulto
Carlos,57,6040,RH,Sênior
Pedro,59,6634,RH,Sênior
João,52,3126,TI,Sênior
Ana,22,6501,RH,Jovem
Carlos,34,6026,Financeiro,Adulto
Carlos,36,3984,TI,Adulto
Carlos,53,7373,Financeiro,Sênior
Maria,23,4235,RH,Jovem
Maria,32,4051,TI,Adulto
Carlos,24,8121,RH,Jovem
Carlos,47,9174,RH,Sênior
João,21,6725,TI,Jovem
Carlos,49,3162,Financeiro,Sênior
Pedro,34,8809,TI,Adulto
Ana,27,7901,TI,Jovem
Ana,49,3933,RH,Sênior
Ana,60,3150,Financeiro,Sênior
Maria,60,6697,TI,Sênior
Pedro,59,4293,RH,Sênior
Ana,28,4779,TI,Jovem
Pedro,35,8385,TI,Adulto
Pedro,46,9327,RH,Sênior
Pedro,58,9843,RH,Sênior
Carlos,40,5563,RH,Sênior
Ana,59,5838,Financeiro,Sênior
João,47,5294,RH,Sênior
João,45,9755,TI,Sênior
Pedro,29,4372,TI,Jovem
João,40,9171,Financeiro,Sênior
João,47,2735,RH,Sênior
João,54,9664,TI,Sênior
Maria,48,8851,Financeiro,Sênior
Ana,32,5264,RH,Adulto
Pedro,33,8283,TI,Adulto
João,49,2729,RH,Sênior
João,37,4058,RH,Adulto
Carlos,57,8128,RH,Sênior
Ana,44,9567,TI,Sênior
Pedro,54,2933,TI,Sênior
Carlos,54,5413,TI,Sênior
Ana,36,5380,RH,Adulto
Ana,47,9045,TI,Sênior
João,49,2607,Financeiro,Sênior
Carlos,44,6709,Financeiro,Sênior
João,42,6511,RH,Sênior
João,36,3042,RH,Adulto
Ana,28,3110,TI,Jovem
João,44,6882,TI,Sênior
Maria,29,5663,RH,Jovem
Maria,53,9069,TI,Sênior
João,48,3967,Financeiro,Sênior
Ana,44,3625,Financeiro,Sênior
João,28,8347,TI,Jovem
Pedro,20,5940,TI,Jovem
Pedro,48,2586,TI,Sênior
Ana,56,8291,RH,Sênior
Maria,24,7764,Financeiro,Jovem
Maria,31,8683,RH,Adulto
Ana,26,9411,TI,Jovem
Pedro,32,9757,TI,Adulto
Ana,34,3431,TI,Adulto
Carlos,25,7919,RH,Jovem
Maria,55,3833,Financeiro,Sênior
João,23,8536,RH,Jovem
Ana,54,3413,RH,Sênior
